
         designation          ra         dec  w1mpro  w2mpro  w3mpro  w4mpro           dist       angle
   J143404.60+092217.2  218.5191819    9.3714448   16.006   16.000   13.010    9.334     2792.769574    42.454432 
   J143303.24+093134.0  218.2635334    9.5261360   15.457   15.155   11.814    8.905     2792.770006    20.469036 
   J142901.86+083053.8  217.2577816    8.5149496   13.837   13.727   11.245    8.944     2794.893339   248.558176 
   J143504.99+084320.6  218.7707957    8.7224021   17.079   16.347   12.449    9.431     2797.332837    95.630903 
   J143342.73+092643.1  218.4280685    9.4453094   16.271   15.619   12.635    9.223     2801.369359    33.868404 
   J143321.07+080601.8  218.3378302    8.1005265   15.398   15.314   11.422    9.139     2806.883631   153.664362 
   J143238.22+080214.0  218.1592639    8.0372336   15.531   15.095   11.036    8.114     2810.588198   167.488526 
   J143503.85+083922.1  218.7660491    8.6561418   15.746   15.566   12.396    9.203     2814.590989   100.502768 
   J143301.42+080347.0  218.2559212    8.0630622   14.131   13.832   10.667    9.062     2816.901666   160.217802 
   J143249.92+093307.2  218.2080168    9.5520151   17.479   16.517   12.769    9.143     2819.360549    16.049626 
   J143342.28+080846.9  218.4261722    8.1463642   16.374   16.325   12.854    9.172     2820.782129   146.426823 
   J143447.54+082700.4  218.6981027    8.4501315   16.391   16.118   12.273    9.339     2821.557638   116.414063 
   J143307.47+093145.0  218.2811362    9.5291827   13.726   13.589   11.070    8.874     2825.472829    21.578141 
   J142908.04+090948.1  217.2835389    9.1633749   16.222   16.068   12.166    8.985     2828.332332   297.649487 
   J143237.80+080150.2  218.1575081    8.0306231   14.480   13.944    9.981    7.672     2832.492201   167.716223 
   J143024.20+080640.0  217.6008681    8.1111209   15.760   15.159   11.462    9.323     2836.413095   209.145260 
   J143005.17+080937.3  217.5215718    8.1603833   13.115   13.126   12.408    9.445     2838.408503   215.886262 
   J143035.57+080510.8  217.6482487    8.0863344   15.859   15.356   11.836    9.218     2838.711040   205.288142 
   J143412.38+092131.0  218.5516013    9.3586245   16.643   15.542   12.563    9.273     2838.994648    44.797245 
   J142845.53+084817.9  217.1897346    8.8049735   16.074   15.264   11.206    8.769     2841.615191   270.462045 
   J143411.07+092157.5  218.5461417    9.3659771   10.924   11.023   11.084    9.321     2844.247942    44.144141 
   J142944.75+081339.9  217.4364589    8.2277580   15.690   14.940   11.316    8.380     2845.722074   223.720121 
   J143421.35+081636.6  218.5889822    8.2768481   16.105   15.906   12.824    9.368     2847.842932   131.302793 
   J142946.47+092255.9  217.4436397    9.3822056   16.192   15.905   12.157    9.425     2855.189213   317.330732 
   J143007.94+092711.8  217.5330863    9.4532918   14.221   14.187   12.258    8.898     2856.628880   325.521781 
   J143319.28+080452.2  218.3303552    8.0811895   17.249   15.554   12.601    9.199     2858.024796   154.761344 
   J143422.71+081643.0  218.5946424    8.2786200   15.397   15.131   11.694    9.267     2858.809971   130.939654 
   J142853.03+083338.6  217.2209877    8.5607420   16.805   15.269   11.981    8.981     2863.253482   252.592763 
   J143116.28+080119.5  217.8178571    8.0221094   15.822   15.381   12.282    9.146     2863.619900   192.261933 
   J143050.80+080308.6  217.7116724    8.0524105   15.894   15.023   10.941    8.347     2864.282248   200.149009 
   J143105.08+080158.4  217.7711846    8.0329038   14.743   14.070   10.193    8.350     2865.992647   195.679250 
   J143348.79+092659.8  218.4532981    9.4499669   15.210   14.925   11.394    8.230     2866.038964    35.167352 
   J143440.48+082223.9  218.6686675    8.3733313   16.067   15.827   11.917    8.962     2866.340642   122.305363 
   J143510.45+084605.0  218.7935526    8.7680758   14.986   14.574   11.009    9.235     2866.566155    92.196617 
   J142929.61+091851.8  217.3733860    9.3144001   15.952   15.556   11.550    8.803     2866.721945   310.338868 
   J143326.23+080533.3  218.3593104    8.0926054   15.489   15.113   12.781    8.989     2866.899007   152.544751 
   J142900.45+090738.0  217.2518995    9.1272470   16.368   15.495   12.190    9.339     2872.793408   294.310493 
   J142945.13+081254.6  217.4380507    8.2151910   16.488   15.849   12.772    9.355     2874.766397   223.016016 
   J143450.81+090922.3  218.7117448    9.1562156   14.221   13.942   10.142    8.026     2874.777309    63.407491 
   J143222.59+080026.0  218.0941438    8.0072447   17.078   16.482   12.879    9.104     2876.667161   172.474206 
   J143025.05+080545.5  217.6043785    8.0959810   15.698   14.999   11.971    8.885     2878.203191   208.400090 
   J142956.47+092539.3  217.4852954    9.4276008   14.763   13.322   10.230    8.090     2883.134102   321.698587 
   J143238.17+080058.5  218.1590611    8.0162510   15.117   14.668   11.408    9.435     2884.232920   167.826996 
   J143212.50+093554.6  218.0520868    9.5985038   15.851   15.367   11.237    8.960     2885.466288     4.489364 
   J143047.09+093251.8  217.6962475    9.5477384   14.462   14.293   10.722    8.739     2887.083623   338.940806 
   J143017.36+092919.8  217.5723649    9.4888490    8.962    9.058    8.956    8.577     2889.056159   329.242433 
   J142910.19+091256.2  217.2924608    9.2156218   16.876   15.092   12.390    9.313     2892.880238   301.245450 
   J143008.12+080759.9  217.5338557    8.1333264   15.439   15.004   11.329    8.779     2893.252551   214.054097 
   J142856.79+090628.7  217.2366359    9.1079861   16.176   15.389   11.909    9.400     2895.126942   292.618428 
   J142907.40+091150.8  217.2808680    9.1974548   15.269   15.144   11.634    8.993     2895.356836   299.715914 
   J142844.35+084019.8  217.1847964    8.6721684   16.275   15.853   12.686    9.441     2896.102833   260.957742 
   J143405.45+081133.6  218.5227492    8.1926811   16.935   15.477   11.267    9.440     2896.601427   138.908076 
   J143512.35+085054.7  218.8014586    8.8485374   16.834   16.444   12.383    9.365     2897.547006    86.441196 
   J142943.02+092307.2  217.4292745    9.3853563   16.230   16.464   13.048    9.455     2898.308642   316.742329 
   J143017.17+080628.5  217.5715467    8.1079318   15.925   15.446   12.089    9.270     2898.515227   210.840443 
   J142842.95+085332.8  217.1789980    8.8924585   16.871   16.438   12.996    8.895     2898.803155   276.694968 
   J143119.49+093522.4  217.8312139    9.5895796   15.920   15.539   12.745    8.883     2898.837000   348.897915 
   J143213.04+093607.8  218.0543413    9.6021770   15.557   15.215   12.933    9.041     2899.285208     4.626526 
   J143008.90+080742.0  217.5370990    8.1283484   15.906   15.600   11.911    9.403     2901.716702   213.667034 
   J143221.00+093558.5  218.0875067    9.5995881   16.236   15.678   11.979    9.136     2901.922156     6.958849 
   J143510.80+084016.4  218.7950254    8.6712369   17.081   16.911   12.664    9.387     2906.832677    99.075093 
   J143209.49+075932.2  218.0395554    7.9922854   15.620   15.049   11.424    8.877     2911.484621   176.412834 
   J143350.14+092742.6  218.4589177    9.4618464   16.827   15.890   11.750    8.776     2912.494414    35.002515 
   J143305.07+093334.4  218.2711534    9.5595741   15.830   15.451   11.495    8.742     2915.042351    20.137902 
   J143351.48+080821.0  218.4645113    8.1391850   17.145   16.039   12.160    8.878     2919.456457   144.470535 
   J142912.17+091435.7  217.3007379    9.2432621   15.052   14.659   11.500    9.498     2920.883604   303.214911 
   J143130.31+075944.2  217.8763257    7.9956314   16.392   15.668   12.554    9.228     2921.173297   187.865802 
   J143301.02+080153.9  218.2542651    8.0316630   15.354   14.871   11.274    9.219     2921.627377   161.075655 
   J143212.44+093631.2  218.0518486    9.6086688   16.374   15.764   11.368    8.784     2921.883525     4.416539 
   J143148.99+093638.8  217.9541660    9.6107945   15.319   14.423   11.167    8.722     2923.381479   357.613512 
   J143301.65+093402.2  218.2569137    9.5672934   15.548   15.320   11.349    9.020     2924.242087    19.020302 
   J143512.92+085419.8  218.8038567    8.9055117   15.437   14.883   11.164    8.911     2925.483779    82.437982 
   J143341.29+080632.9  218.4220732    8.1091644   15.008   14.990   12.860    9.430     2925.646702   148.113553 
   J143514.66+084530.8  218.8111045    8.7585568   16.639   16.261   11.841    8.949     2930.523540    92.816650 
   J143418.06+092220.9  218.5752561    9.3724962   13.975   13.762    9.997    8.170     2933.771907    45.271568 
   J143122.96+075946.4  217.8456733    7.9962255   15.590   15.179   11.275    9.361     2935.981428   189.984606 
   J142957.42+080901.0  217.4892833    8.1502950   15.538   15.136   11.889    9.366     2936.074758   217.292534 
   J143016.00+080552.7  217.5667036    8.0979970   16.213   15.210   11.712    9.251     2938.077936   210.772730 
   J143440.07+091559.7  218.6669662    9.2665914   13.348   13.043    9.248    7.505     2940.652892    55.065580 
   J143101.20+093500.2  217.7550239    9.5833933   15.149   14.577   10.815    9.221     2941.594840   343.637891 
   J143515.81+084900.1  218.8158755    8.8166991   14.733   13.487   10.356    8.265     2944.221951    88.728153 
   J143244.69+080018.9  218.1862307    8.0052687   15.317   13.617   10.893    8.432     2944.530060   166.146093 
   J143050.23+093411.0  217.7092990    9.5697315   14.637   14.593   12.057    9.323     2945.138145   340.336532 
   J143407.22+081051.4  218.5301154    8.1809579   15.037   14.702   11.191    9.203     2945.681939   139.061528 
   J143155.65+093705.0  217.9818864    9.6180792   14.527   14.242   11.657    9.303     2947.157628   359.546376 
   J142924.47+081632.2  217.3519961    8.2756340   16.560   15.946   12.746    9.051     2947.911076   230.279326 
   J143439.94+091620.3  218.6664563    9.2723328   13.341   13.080    9.805    7.760     2951.025265    54.716061 
   J142858.32+090936.0  217.2430128    9.1600136   15.255   15.030   11.741    9.084     2951.467439   296.148326 
   J143109.59+080012.2  217.7899851    8.0034013   16.233   15.689   12.087    9.005     2951.657890   193.870044 
   J143128.69+075916.6  217.8695822    7.9879641   16.380   15.531   12.370    9.479     2951.868058   188.254914 
   J143044.95+080205.0  217.6872966    8.0347337   15.278   15.103   11.983    9.071     2954.513619   201.307209 
   J142950.75+092605.8  217.4614708    9.4349596   17.613   16.855   12.966    9.298     2956.856315   320.732084 
   J143146.69+075843.8  217.9445555    7.9788506   15.248   14.769   11.408    8.857     2958.293061   183.033095 
   J143415.53+092333.8  218.5647198    9.3927476   17.067   15.229   12.371    9.115     2959.398910    43.757893 
   J143441.92+091554.0  218.6746773    9.2650051   14.649   14.202   10.626    8.644     2959.951590    55.459216 
   J143114.81+093614.7  217.8117257    9.6040996    8.268    8.308    8.254    8.326     2964.041482   347.780794 
   J142841.62+085839.4  217.1734376    8.9776255   14.464   13.712   10.394    8.731     2968.960043   282.539648 
   J142946.73+081021.5  217.4447159    8.1726549   14.925   14.456   11.288    8.597     2973.190769   220.670115 
   J143424.15+081415.1  218.6006487    8.2375474   13.650   13.466   10.431    8.405     2973.615182   132.818580 
   J143254.20+093531.4  218.2258394    9.5920665   14.151   13.749   10.202    7.920     2975.503874    16.450931 
   J143506.05+090452.3  218.7752272    9.0812084   15.147   13.873   11.086    8.590     2976.134296    70.012268 
   J143423.08+081353.9  218.5961909    8.2316649   14.479   14.146   10.141    8.318     2976.516542   133.325327 
   J142847.87+083122.2  217.1994638    8.5228450   15.302   14.754   10.905    8.935     2979.327454   250.534065 
   J143449.31+082218.2  218.7054731    8.3717347   16.243   15.722   12.112    9.395     2980.808410   121.048003 
   J142958.50+080752.4  217.4937765    8.1312245   12.003   11.884   11.917    9.278     2981.554350   216.249400 
   J142925.65+092043.1  217.3568886    9.3453058   14.706   14.179   10.416    9.394     2983.703006   311.242827 
   J143503.81+090648.5  218.7658820    9.1134759    7.628    7.653    7.645    7.773     2986.799575    67.699263 
   J143202.53+093748.0  218.0105646    9.6300013   14.276   13.903   10.466    8.413     2991.016117     1.503110 
   J143326.99+093237.5  218.3624956    9.5437647   16.501   15.157   12.268    9.059     2991.144322    26.356390 
   J143009.46+080548.0  217.5394449    8.0966869   15.201   14.971   12.704    9.260     2992.845884   212.325976 
   J143505.69+083006.3  218.7737203    8.5017540   14.907   14.332   10.294    8.732     2993.211165   110.920804 
   J142855.57+082611.1  217.2315452    8.4364288   15.899   15.558   12.361    9.318     2994.365109   244.179829 
   J142850.33+090700.8  217.2097449    9.1168960   16.897   15.844   12.412    8.991     2995.719806   292.485617 
   J143338.63+080444.7  218.4109845    8.0790914   15.484   13.927   10.457    8.347     2998.166264   149.846569 
   J142842.67+090151.0  217.1778056    9.0308465   16.335   16.156   12.989    9.073     3001.029679   286.178392 
   J143516.74+083917.9  218.8197892    8.6549857   16.561   16.259   12.283    9.211     3003.502036    99.908061 
   J143019.06+080407.0  217.5794319    8.0686184   14.682   14.243   11.501    8.783     3007.276537   209.000153 
   J143005.27+080610.8  217.5219605    8.1030164   16.885   15.905   12.143    9.239     3007.537087   213.561731 
   J142919.86+081619.5  217.3327507    8.2720998   16.525   16.440   12.293    9.112     3008.914239   230.929267 
   J143338.06+093137.1  218.4086036    9.5269841   15.723   15.308   12.401    8.980     3014.873784    29.655168 
   J143246.39+093644.7  218.1932991    9.6124405   16.448   15.760   11.942    9.304     3015.927813    13.950522 
   J142930.93+092256.4  217.3789120    9.3823481   16.144   15.680   12.461    8.928     3016.361675   314.129334 
   J143230.94+075820.8  218.1289300    7.9724555   14.072   13.587    9.768    7.970     3018.920799   170.450809 
   J142840.03+090037.5  217.1668299    9.0104435   15.779   15.465   11.905    9.198     3019.319193   284.633899 
   J143323.08+080220.1  218.3461714    8.0389423   16.914   16.880   12.667    9.411     3019.677809   155.021502 
   J143236.05+093722.9  218.1502358    9.6230413   16.604   15.942   12.522    9.285     3020.146803    10.960317 
   J143415.83+092456.0  218.5659740    9.4155558    8.823    8.899    8.860    8.904     3022.175595    42.740305 
   J143043.24+080058.4  217.6801914    8.0162319   14.896   14.658   12.030    8.705     3025.771554   201.296788 
   J142839.55+083523.6  217.1648329    8.5899119   16.339   15.527   12.392    9.397     3026.494940   255.629703 
   J143004.19+080557.4  217.5174898    8.0992878   14.764   14.377   12.617    9.381     3027.529779   213.673031 
   J142833.92+085256.6  217.1413637    8.8823949   16.391   15.682   11.652    8.963     3028.072355   275.724191 
   J143128.08+075800.2  217.8670253    7.9667396   15.177   14.739   11.965    9.053     3028.794576   188.218486 
   J143406.99+080858.4  218.5291420    8.1495727   16.629   16.115   12.466    9.186     3029.834455   140.509122 
   J143510.65+090426.5  218.7943795    9.0740555   16.535   15.934   12.835    9.229     3031.788024    70.907225 
   J143330.02+080254.9  218.3751186    8.0486037   15.548   15.061   13.009    9.070     3033.551058   152.976777 
   J143322.50+093356.4  218.3437672    9.5656852   16.388   15.157   12.081    9.172     3033.718597    24.568420 
   J142856.29+091143.5  217.2345762    9.1954320   15.934   15.716   12.874    9.317     3036.060453   298.062590 
   J143015.32+093154.8  217.5638338    9.5319121   16.232   15.415   11.816    9.180     3038.174950   330.250063 
   J143049.89+080003.6  217.7079094    8.0010076   16.085   15.976   11.684    8.507     3043.092289   199.188265 
   J143323.93+080159.8  218.3497468    8.0332841   15.215   14.871   12.375    9.093     3043.522786   154.965528 
   J142857.62+091238.8  217.2401114    9.2108033   17.270   16.672   12.691    9.467     3045.170511   299.155907 
   J143334.78+093239.7  218.3949181    9.5443720   12.721   12.719   12.472    9.226     3046.027682    28.277543 
   J143052.65+075944.7  217.7193941    7.9957681   15.987   15.684   11.673    9.115     3047.811257   198.344796 
   J142852.05+091008.7  217.2169099    9.1690982    5.316    5.201    5.311    5.230     3049.201370   295.935527 
   J142831.96+085143.6  217.1331942    8.8621299   16.831   16.340   11.743    8.645     3050.814569   274.307216 
   J142918.33+081539.6  217.3263850    8.2610095   14.757   14.086    9.899    8.048     3051.758824   230.617034 
   J143144.03+075712.1  217.9334797    7.9533851   16.065   15.566   11.532    9.455     3052.121475   183.682540 
   J142915.25+091925.2  217.3135422    9.3236694   16.874   16.909   12.378    9.003     3052.616596   308.238917 
   J143227.35+075735.9  218.1139808    7.9599909   15.213   14.347   11.455    8.347     3054.939038   171.576068 
   J142930.85+092350.6  217.3785715    9.3973981   15.742   15.442   12.103    9.035     3055.127979   314.844122 
   J142845.60+082901.0  217.1900130    8.4836289   16.749   16.282   12.335    9.412     3060.775567   248.254667 
   J142859.23+091352.3  217.2468226    9.2312214   16.047   15.370   11.965    9.183     3060.940051   300.575717 
   J142831.07+084455.4  217.1294998    8.7487413   16.183   15.712   12.909    9.484     3061.516170   266.647132 
   J142838.12+090135.6  217.1588686    9.0265722   15.175   15.055   11.291    8.735     3061.660900   285.553240 
   J143302.86+093622.0  218.2619229    9.6061236   14.883   14.444   11.265    8.838     3062.307956    18.480467 
   J143049.74+075936.3  217.7072767    7.9934287   15.211   14.802   12.562    9.242     3069.614354   199.060993 
   J142846.53+090802.3  217.1938945    9.1339882   16.631   16.879   12.785    9.146     3071.437744   293.147299 
   J143224.23+093843.5  218.1009762    9.6454273   10.383   10.489   10.422    9.284     3071.650428     7.470197 
   J143524.82+084846.6  218.8534311    8.8129445   14.835   13.890   11.166    8.437     3077.571422    89.029341 
   J142848.21+082645.2  217.2009144    8.4459137   14.513   13.551   10.463    7.603     3078.520424   245.639417 
   J143109.03+075800.3  217.7876260    7.9667751   13.938   13.726   11.320    9.364     3081.784297   193.435408 
   J142927.85+092345.7  217.3660671    9.3960283    6.987    7.070    7.065    7.005     3083.395082   314.198041 
   J143407.62+080755.9  218.5317854    8.1322077   12.645   12.588    9.380    7.658     3084.284467   141.111236 
   J142947.80+080742.9  217.4491793    8.1285924    8.310    8.425    8.331    8.300     3085.453281   218.528695 
   J143229.59+093847.4  218.1232954    9.6465127   15.792   15.266   11.820    9.119     3086.836467     8.918707 
   J143038.34+080020.6  217.6597570    8.0057243   16.803   16.306   12.562    9.208     3087.904453   202.302230 
   J143214.19+093917.2  218.0591534    9.6548048   16.324   15.490   12.759    9.225     3089.506433     4.658158 
   J142955.77+092950.2  217.4823751    9.4973049   15.427   15.257   12.202    9.056     3089.810447   324.438129 
   J143043.19+075947.3  217.6799722    7.9964746   17.158   16.733   12.799    9.473     3092.445699   200.832600 
   J143042.49+093607.5  217.6770676    9.6020876   16.108   15.687   11.759    9.405     3094.139929   339.069355 
   J142908.49+091822.3  217.2853934    9.3062185   16.141   15.409   12.005    9.421     3094.483629   306.180178 
   J142829.54+084230.7  217.1231000    8.7085326   16.346   14.877   11.228    9.178     3096.352199   263.998132 
   J142939.05+080916.9  217.4127154    8.1547058   16.879   16.715   12.668    9.365     3096.773907   221.494591 
   J142934.54+092543.5  217.3939403    9.4287746   15.979   15.400   11.619    9.147     3098.156805   317.038941 
   J142908.78+091834.8  217.2866160    9.3096748   15.422   15.238   11.427    8.729     3098.324412   306.413465 
   J143504.03+091110.9  218.7668314    9.1863792   15.649   15.044   11.572    9.260     3098.448249    63.224018 
   J143013.29+080305.9  217.5553801    8.0516525   13.780   13.504   10.393    8.404     3102.543823   209.839986 
   J142833.36+085944.4  217.1390054    8.9956693   17.193   17.014   12.797    9.133     3102.716401   283.225266 
   J143027.36+093442.6  217.6140133    9.5785179   15.849   15.964   12.120    9.185     3104.317581   334.646888 
   J142855.31+091340.2  217.2304742    9.2278404   15.902   15.842   12.838    9.400     3105.102723   299.838701 
   J142859.17+082040.5  217.2465578    8.3446065   16.048   16.275   12.400    9.089     3107.427422   238.256668 
   J142846.35+090929.8  217.1931457    9.1582939   15.055   14.443   11.609    9.187     3109.125341   294.612373 
   J143321.87+080033.2  218.3411654    8.0092476   15.159   14.820   11.327    9.176     3109.702848   156.149896 
   J143058.77+093745.4  217.7449163    9.6293017   15.422   15.058   11.790    9.326     3110.294722   343.863486 
   J143129.80+093922.1  217.8741739    9.6561645   16.045   15.738   11.560    9.289     3110.793532   352.507878 
   J143116.97+075703.3  217.8207384    7.9509259   16.327   16.121   12.677    8.845     3112.546000   191.077149 
   J142859.45+091546.3  217.2477306    9.2628727    9.409    9.443    9.466    8.939     3117.520749   302.411288 
   J142828.88+084028.7  217.1203583    8.6746656   15.322   15.186   12.011    8.917     3121.394757   261.791486 
   J143527.88+084931.9  218.8661824    8.8255494   16.198   16.156   12.015    8.951     3123.911782    88.209255 
   J143438.80+092126.2  218.6616726    9.3572953   17.532   16.808   12.431    9.334     3124.168235    49.945856 
   J143038.91+075937.8  217.6621340    7.9938434   16.166   15.977   12.833    9.006     3124.373053   201.861337 
   J142914.49+092107.2  217.3103832    9.3520082   16.286   15.405   11.703    8.758     3125.298551   309.583225 
   J142840.39+082918.0  217.1683286    8.4883468   16.084   14.851   11.900    9.098     3126.420744   249.070598 
   J142900.27+091621.9  217.2511353    9.2727576   15.572   15.066   11.686    9.353     3126.521307   303.081023 
   J142900.14+081934.6  217.2505964    8.3262903   13.401   13.262    9.758    8.310     3130.653510   237.092568 
   J142828.15+084037.3  217.1173058    8.6770554   13.796   13.863   13.006    9.004     3130.911425   261.976106 
   J142827.44+084151.1  217.1143607    8.6975488   14.381   14.056   11.057    8.757     3131.705432   263.339603 
   J143117.99+075640.5  217.8249971    7.9445916   11.304   11.073    7.225    4.593     3132.074370   190.724545 
   J143414.11+080808.7  218.5587947    8.1357678   14.764   14.679   12.896    9.230     3135.719675   139.593693 
   J142828.94+083851.0  217.1205938    8.6475069   16.637   16.128   12.585    9.342     3136.243203   260.021630 
   J142904.99+091822.4  217.2708307    9.3062287   13.337   13.437   12.355    9.235     3136.471512   305.624270 
   J143524.97+085820.5  218.8540726    8.9723690   15.069   14.405   10.600    9.124     3141.105117    78.502738 
   J143320.74+075950.2  218.3364396    7.9973012   16.019   15.600   11.898    9.332     3142.425354   156.747409 
   J143028.98+093536.3  217.6207620    9.5934286   16.191   16.081   12.407    9.452     3142.839513   335.461365 
   J142838.36+090619.7  217.1598473    9.1054861   16.551   16.070   12.512    9.160     3145.890030   290.564408 
   J142908.07+081620.1  217.2836555    8.2722722   16.539   16.133   12.554    9.123     3146.075008   232.950518 
   J143112.40+093916.0  217.8016899    9.6544472   16.101   14.794   11.651    8.788     3148.725835   347.847090 
   J143249.84+093850.0  218.2077057    9.6472500   16.577   16.060   12.335    9.364     3149.943720    14.302214 
   J142950.30+080551.4  217.4595885    8.0976328   16.991   16.798   12.993    9.259     3151.205584   216.739947 
   J142852.88+091413.6  217.2203455    9.2371210   15.466   15.149   11.756    9.032     3152.942384   300.041749 
   J142916.03+092218.4  217.3168141    9.3718032   15.071   14.749   12.338    9.236     3153.739111   310.846542 
   J142853.52+082125.3  217.2230138    8.3570535   15.579   14.127   10.939    8.864     3156.080412   239.751333 
   J142826.42+083958.8  217.1101062    8.6663366   16.782   16.435   13.018    9.239     3161.938192   261.349790 
   J143350.23+080315.6  218.4593239    8.0543334   15.534   14.444   11.624    9.143     3163.387715   147.955230 
   J143316.18+075859.4  218.3174331    7.9831813   14.880   14.437   11.067    8.977     3163.519794   158.238306 
   J142843.02+090957.2  217.1792783    9.1659047   15.956   15.378   12.425    9.438     3165.337924   294.693941 
   J143132.97+075533.1  217.8873867    7.9258861   15.937   15.459   11.635    8.477     3165.367342   186.537753 
   J142854.97+082028.9  217.2290664    8.3413846   16.021   15.721   12.707    9.367     3166.551713   238.673391 
   J142824.87+084205.9  217.1036618    8.7016637   15.310   13.836   10.775    8.183     3167.816759   263.687135 
   J143317.58+075903.0  218.3232846    7.9841753   16.394   15.666   11.916    8.886     3167.980869   157.863821 
   J142838.64+090732.0  217.1610131    9.1255744   17.072   16.633   12.635    8.968     3168.012951   291.816331 
   J143144.20+094042.8  217.9341962    9.6785633   16.837   16.194   12.754    9.178     3170.675770   356.517895 
   J143508.02+091155.2  218.7834341    9.1986673   15.493   15.193   12.414    9.024     3171.052150    62.987872 
   J143145.47+094045.1  217.9394807    9.6792108   16.628   16.102   11.860    9.032     3171.916844   356.858596 
   J142909.39+092051.6  217.2891505    9.3476733   17.520   16.910   12.559    8.857     3174.163503   308.500173 
   J142843.85+091049.9  217.1827375    9.1805367   16.443   16.236   12.437    9.140     3176.500446   295.650328 
   J143526.26+085950.6  218.8594382    8.9974087   15.676   15.301   12.291    8.733     3178.696961    76.977285 
   J142823.54+084332.2  217.0980853    8.7256335   14.807   14.202   10.858    9.447     3179.061710   265.272940 
   J143426.69+080958.9  218.6112241    8.1663853    9.951    9.933    9.795    8.803     3179.764573   135.738642 
   J143208.99+075501.3  218.0374749    7.9170299   16.483   15.711   12.352    9.239     3181.505909   176.850823 
   J143531.28+084401.9  218.8803640    8.7338684   15.360   14.914   10.975    8.706     3182.112169    94.186859 
   J143045.10+075800.5  217.6879295    7.9668177   15.772   15.649   12.691    9.466     3182.843188   199.672927 
   J143455.06+081815.8  218.7294318    8.3044119   13.316   13.247   12.419    9.055     3183.419987   123.987600 
   J143520.29+083038.7  218.8345801    8.5107774   16.057   15.558   11.974    8.878     3185.616194   108.975657 
   J142822.28+084839.8  217.0928590    8.8110778   12.946   12.885   12.773    9.171     3186.438854   270.821247 
   J143338.69+093449.1  218.4112301    9.5803065   14.338   14.199   12.229    8.999     3187.392113    28.089656 
   J143412.98+080646.1  218.5540952    8.1128068   16.620   16.755   12.433    9.208     3188.591106   140.784407 
   J143134.86+075505.7  217.8952912    7.9182523   15.754   15.408   11.550    9.171     3189.620537   185.978628 
   J143523.94+083311.0  218.8497829    8.5530675   15.958   15.435   12.281    8.876     3191.025513   106.073198 
   J143427.83+080957.5  218.6159938    8.1659932   13.900   13.572    9.776    7.577     3192.639790   135.537492 
   J142822.87+085325.1  217.0953077    8.8903331    8.580    8.659    8.604    9.201     3193.913034   275.948145 
   J143022.22+093547.8  217.5926129    9.5966269   15.831   15.572   11.901    9.038     3196.061176   333.918368 
   J142852.85+091538.9  217.2202270    9.2608068   16.119   16.394   12.069    8.918     3196.690007   301.362762 
   J143306.66+075730.8  218.2777893    7.9585665   17.053   16.958   12.564    9.207     3197.759434   161.179894 
   J143026.32+075938.1  217.6096911    7.9939230   16.202   15.516   11.695    9.261     3198.287260   204.974457 
   J143447.29+081509.5  218.6970504    8.2526609   12.896   12.818   10.892    8.818     3199.826992   127.911242 
   J143327.29+093627.0  218.3637259    9.6075106   11.890   11.964   11.533    9.103     3200.117590    24.598137 
   J142838.90+090910.2  217.1621239    9.1528449   15.545   15.216   12.389    9.192     3201.965690   293.475100 
   J143040.25+075804.5  217.6677282    7.9679188   16.220   15.835   12.930    9.397     3204.049275   200.909980 
   J142904.87+092014.2  217.2703259    9.3372867   17.234   16.534   12.850    9.420     3204.140475   307.233386 
   J143412.77+080622.9  218.5532120    8.1063633   16.178   15.513   11.727    9.170     3204.643342   141.089819 
   J142852.22+082020.9  217.2176246    8.3391601   16.569   15.558   11.155    8.254     3205.532494   238.931251 
   J142845.04+082329.7  217.1876682    8.3915862   18.496   15.987   10.700    8.165     3206.411615   242.806764 
   J142859.89+081720.8  217.2495454    8.2891170   15.206   14.516   11.167    8.757     3208.604323   235.124769 
   J143321.50+075842.7  218.3396239    7.9785459   16.737   16.101   13.132    9.209     3208.997031   157.036064 
   J143447.58+081458.4  218.6982541    8.2495732   14.927   14.685   10.808    8.826     3210.057426   128.020412 
   J143452.36+091931.2  218.7181715    9.3253334   14.573   14.347   11.797    8.952     3211.510165    53.821677 
   J142821.19+084348.4  217.0883122    8.7301315   16.757   16.606   12.152    9.133     3212.396129   265.613314 
   J142920.69+092509.8  217.3362325    9.4194051   17.142   15.536   12.507    9.283     3218.081136   313.961281 
   J142823.07+085706.7  217.0961253    8.9518652   17.663   16.689   12.259    8.745     3221.014876   279.876714 
   J143509.78+082307.8  218.7907636    8.3855065   16.080   15.875   12.196    8.817     3221.283138   117.495200 
   J142856.35+091746.4  217.2348302    9.2962316   15.165   14.941   12.723    9.216     3221.346487   303.781529 
   J142843.32+091216.0  217.1805195    9.2044553   16.196   15.769   12.534    9.020     3221.573186   296.972047 
   J142959.30+093306.3  217.4971095    9.5517568   16.063   15.327   12.908    9.287     3222.448983   327.226204 
   J142820.04+084532.2  217.0835243    8.7589610   16.070   15.567   12.007    8.823     3222.896792   267.476942 
   J143021.28+093611.6  217.5886959    9.6032465   16.465   16.712   12.853    9.427     3223.580646   333.883171 
   J142836.17+090833.7  217.1507400    9.1427110   15.821   15.369   12.206    9.358     3225.037530   292.595104 
   J143003.88+093354.8  217.5161692    9.5652323   12.088   11.889    9.651    7.789     3227.571156   328.702638 
