
         designation          ra         dec  w1mpro  w2mpro  w3mpro  w4mpro           dist       angle
   J143328.67+083301.0  218.3694851    8.5502944   15.906   14.829   11.920    8.566     1625.812160   123.454820 
   J143258.30+091035.9  218.2429247    9.1766570   14.822   13.977   11.175    8.531     1631.783952    33.656480 
   J143148.38+091509.5  217.9516125    9.2526520   16.622   16.281   12.243    9.183     1636.778580   355.411991 
   J143342.92+085555.4  218.4288512    8.9320679   15.698   15.935   12.624    8.806     1637.604701    73.016076 
   J143344.31+084049.7  218.4346548    8.6804907   17.438   17.079   12.261    9.313     1644.393363   105.061748 
   J143037.33+082843.7  217.6555493    8.4788154   14.825   14.688   12.662    9.320     1654.179798   225.774502 
   J143329.36+083224.2  218.3723486    8.5400711   15.751   15.643   12.209    8.917     1654.821804   124.322438 
   J143249.69+091221.1  218.2070728    9.2058834   15.715   15.077   11.243    9.143     1656.818455    27.962666 
   J143232.29+091411.5  218.1345792    9.2365547   17.054   16.423   12.622    8.910     1657.121336    18.259584 
   J143029.54+083043.6  217.6231102    8.5121226   16.030   14.564   10.868    8.332     1661.523454   231.525184 
   J143029.01+083053.2  217.6209033    8.5148040   14.264   14.248   12.486    8.436     1661.703613   231.954330 
   J143324.42+090526.6  218.3517812    9.0907351   16.226   15.556   12.204    9.249     1664.032247    50.909103 
   J143046.34+082613.9  217.6931134    8.4372016   16.069   15.626   12.263    8.841     1675.042554   218.894838 
   J143158.35+091554.5  217.9931384    9.2651665   15.607   14.848   11.479    8.360     1676.661947     0.568049 
   J143243.27+082225.1  218.1803289    8.3736567   16.542   16.149   12.508    9.433     1678.128275   155.969558 
   J143009.65+085657.3  217.5402336    8.9492697   15.544   15.479   11.622    8.760     1683.058208   288.725150 
   J143007.70+084018.5  217.5321069    8.6718292   14.777   14.239   11.957    9.241     1687.556995   254.236630 
   J143209.59+081959.9  218.0399742    8.3333140   16.534   16.632   12.380    9.396     1688.079712   173.759591 
   J143009.84+083824.6  217.5410409    8.6401851   15.927   15.223   11.679    8.419     1692.184326   250.228743 
   J143059.01+082342.1  217.7459032    8.3950380   13.991   13.204   10.789    7.877     1692.642594   210.687734 
   J143119.05+082119.8  217.8293882    8.3555154   16.953   16.039   12.114    9.264     1695.515039   199.521908 
   J143038.47+082714.2  217.6602991    8.4539649   16.853   15.881   12.097    8.764     1706.211236   223.226158 
   J143006.44+085554.8  217.5268665    8.9318954   12.309   12.380   11.847    9.283     1709.713226   286.228803 
   J143329.71+090507.9  218.3738229    9.0855536   16.556   16.045   12.714    9.034     1714.338175    53.043057 
   J143246.46+091352.6  218.1936168    9.2313049   15.730   15.425   12.522    8.980     1717.295545    25.119541 
   J143120.07+082049.9  217.8336619    8.3472009   16.262   14.972   11.507    9.056     1718.822141   198.710514 
   J143014.62+090125.4  217.5609551    9.0237485   17.109   15.972   12.725    9.130     1721.553793   298.004854 
   J143346.03+083753.2  218.4418330    8.6314544   15.567   15.160   12.271    9.396     1722.929945   110.515300 
   J143218.57+091611.7  218.0773922    9.2699176   16.056   15.005   12.322    9.090     1722.943842    10.567542 
   J143229.40+082017.5  218.1225212    8.3382158   16.885   15.967   12.438    9.154     1727.663724   163.954620 
   J143330.70+083043.9  218.3779555    8.5122036   15.358   15.257   13.045    9.137     1729.427190   126.692750 
   J143038.17+082644.6  217.6590420    8.4457343   16.648   16.182   12.693    9.280     1730.965432   222.663100 
   J143341.87+083502.2  218.4244911    8.5839533   15.894   14.611   12.187    8.613     1734.811246   116.530374 
   J143001.78+085246.2  217.5074250    8.8795082   15.901   15.705   12.765    9.098     1735.259305   279.597473 
   J143335.08+083153.9  218.3961679    8.5316475   15.612   15.294   11.212    8.557     1742.080829   123.570552 
   J143031.22+082805.9  217.6301107    8.4683299   16.369   16.029   12.450    9.292     1745.760082   226.963016 
   J143003.50+085536.5  217.5146043    8.9268192   16.533   15.573   12.039    9.269     1746.766970   285.254966 
   J143041.70+082534.6  217.6737663    8.4262932   15.955   15.214   11.742    9.298     1749.084118   219.845637 
   J143204.29+091704.7  218.0178992    9.2846433   16.363   15.823   12.710    8.804     1749.828765     3.426829 
   J143247.06+091425.9  218.1961210    9.2405347   16.959   16.656   12.572    9.181     1751.164452    24.921011 
   J143128.88+081936.1  217.8703597    8.3267146   15.013   14.801   12.432    9.289     1753.008168   193.885260 
   J143314.32+082540.7  218.3097055    8.4279959   16.886   16.928   12.494    8.936     1759.444545   139.442813 
   J143303.24+091221.6  218.2635020    9.2060142   16.290   15.673   12.100    8.907     1760.285479    33.728218 
   J143118.25+082009.4  217.8260648    8.3359672   14.422   14.323   12.552    9.354     1765.847067   199.121831 
   J143000.76+085418.3  217.5032012    8.9051071   15.994   15.278   11.436    8.884     1767.533994   282.464264 
   J143355.79+084438.5  218.4824778    8.7440398   15.046   14.602   11.478    9.214     1768.945639    96.437072 
   J143037.13+082602.1  217.6547142    8.4339197   15.422   15.150   12.756    9.319     1772.786906   222.098953 
   J143344.43+083445.7  218.4351324    8.5793680   16.382   15.666   11.642    9.266     1776.074279   116.459433 
   J143048.09+082347.5  217.7003768    8.3965352   15.628   14.623   11.994    9.188     1776.361844   215.280521 
   J143002.82+085648.4  217.5117728    8.9467785    8.565    8.610    8.544    8.373     1776.554988   287.406926 
   J143150.86+081821.5  217.9619217    8.3059814   15.993   16.044   12.528    9.172     1778.997463   183.046165 
   J143337.45+090417.4  218.4060778    9.0715100   16.891   16.968   12.637    8.998     1779.046300    56.564446 
   J143125.34+081914.8  217.8556076    8.3208048   16.696   15.694   12.444    9.263     1786.847498   195.357808 
   J143008.23+083513.9  217.5343292    8.5872194   15.369   15.570   12.499    9.450     1787.590848   244.731303 
   J143354.24+084046.2  218.4760123    8.6795211   16.485   15.619   12.191    9.372     1787.726328   103.938230 
   J143034.14+082618.9  217.6422883    8.4385947   15.650   14.451   11.339    8.399     1790.469330   223.511315 
   J143122.70+091635.5  217.8445961    9.2765447   14.116   13.882   10.337    8.287     1792.081734   343.427832 
   J143121.66+091631.6  217.8402593    9.2754712   12.249   12.294   11.868    8.412     1792.849024   342.920638 
   J143011.45+090229.1  217.5477450    9.0414306   16.591   16.173   12.657    8.831     1793.197131   299.098730 
   J143026.66+090751.3  217.6110858    9.1309254   15.170   14.854   10.608    8.264     1795.777340   311.673937 
   J143122.95+091641.1  217.8456591    9.2780886   14.116   13.936   10.499    8.296     1796.337201   343.593910 
   J143037.17+082528.7  217.6548844    8.4246641   16.380   15.813   12.309    9.404     1797.267744   221.373134 
   J143141.69+081807.1  217.9237232    8.3019857    5.518    5.467    5.556    5.497     1805.639361   187.337761 
   J143357.56+084311.9  218.4898423    8.7199920   16.318   15.873   12.510    9.446     1806.710388    99.071493 
   J143204.25+081753.1  218.0177491    8.2981083   16.183   16.208   11.829    9.081     1807.839501   176.691376 
   J143358.58+084432.9  218.4941132    8.7424855    8.768    8.851    8.773    8.891     1810.714068    96.464384 
   J142954.91+084626.4  217.4788303    8.7740049   10.014   10.063    9.961    8.923     1815.447213   267.146732 
   J143111.42+081952.6  217.7976140    8.3312826    7.543    7.660    7.579    7.592     1817.179213   201.968559 
   J142954.37+084859.3  217.4765604    8.8164937   16.017   15.594   11.897    9.411     1822.139390   271.968878 
   J143007.57+083405.3  217.5315674    8.5681467   17.614   16.589   12.286    9.331     1826.776509   242.916565 
   J143354.37+083828.8  218.4765602    8.6413496   15.683   15.211   11.765    9.148     1827.726160   108.106753 
   J143347.44+083415.1  218.4476889    8.5708775   15.929   15.349   11.856    8.816     1829.733034   116.690661 
   J143158.36+081727.3  217.9932057    8.2909395   16.357   16.031   13.014    9.246     1830.715852   179.470881 
   J142956.39+085440.6  217.4849818    8.9113020   16.200   15.189   12.075    8.929     1835.625327   282.710256 
   J143004.75+090048.1  217.5198199    9.0133700   17.384   15.893   11.802    8.293     1836.073148   294.835003 
   J143046.77+082248.0  217.6948844    8.3800149   16.095   15.892   11.851    8.631     1836.315489   214.708373 
   J143339.98+083050.8  218.4166128    8.5141316   16.770   16.465   12.685    9.166     1837.651310   123.950478 
   J142953.03+084735.5  217.4709937    8.7932114   17.535   16.743   12.591    9.300     1841.104515   269.340624 
   J143113.95+091648.2  217.8081434    9.2800611   13.887   13.275   10.607    8.495     1845.147525   339.683319 
   J143321.52+082504.9  218.3396926    8.4180542   18.179   15.821   12.778    9.255     1856.924992   137.654512 
   J143358.05+085617.0  218.4919061    8.9380616    8.207    8.255    8.259    7.951     1858.962015    74.390412 
   J142954.42+085420.0  217.4767663    8.9055582   16.553   15.933   12.699    8.960     1859.804848   281.891754 
   J143115.41+081832.0  217.8142468    8.3089016   15.536   15.758   12.352    9.511     1871.710283   199.363738 
   J143249.29+091623.8  218.2053920    9.2732867   15.418   15.465   11.180    8.808     1872.067639    24.312589 
   J142953.54+085423.0  217.4731222    8.9063926   15.994   15.520   12.217    9.010     1873.105914   281.900533 
   J143033.72+082427.2  217.6405078    8.4075709   16.489   15.612   12.637    9.123     1877.288870   221.306570 
   J142952.03+085315.1  217.4667929    8.8875379   15.484   14.823   12.691    8.800     1882.576544   279.737632 
   J143400.48+083951.3  218.5020153    8.6642510   16.784   15.632   12.132    8.853     1891.077552   104.875284 
   J142955.92+085745.2  217.4830330    8.9625718   15.079   14.515   11.421    8.969     1891.204472   288.128880 
   J143021.51+090854.5  217.5896439    9.1484992   13.029   12.734    9.898    8.502     1894.773740   311.573796 
   J142956.12+085805.6  217.4838716    8.9682229   17.076   15.233   11.794    8.714     1894.781432   288.741739 
   J143359.69+085706.7  218.4987151    8.9518702   13.161   13.116   10.824    9.023     1896.055216    73.138893 
   J142951.27+084227.7  217.4636622    8.7077166   16.966   15.404   12.233    9.148     1896.243453   260.010518 
   J143132.50+091900.5  217.8854500    9.3168227   16.232   15.549   11.795    8.543     1898.202232   348.884516 
   J143323.46+091122.0  218.3477863    9.1894452    8.096    8.221    8.122    7.817     1898.314060    42.275236 
   J143400.38+083900.7  218.5016225    8.6501964   14.652   14.335   12.515    9.377     1903.419589   106.357786 
   J143103.68+081858.0  217.7653387    8.3161355   14.967   14.663   11.896    9.172     1912.658433   204.553789 
   J143127.23+081656.4  217.8634858    8.2823561   16.162   15.887   12.037    9.016     1913.968041   193.451169 
   J143341.80+090643.7  218.4241668    9.1121477   15.782   14.206   11.301    8.492     1915.183558    53.966474 
   J143020.78+082643.3  217.5866108    8.4453733   15.719   15.202   11.832    9.092     1915.872974   228.323155 
   J143226.12+081649.9  218.1088460    8.2805490   17.080   16.916   12.316    9.501     1916.577882   167.069297 
   J143317.80+091304.2  218.3241858    9.2178334   14.812   14.170   11.530    8.939     1921.848653    38.372001 
   J143227.84+091906.7  218.1160323    9.3185413   15.214   14.996   11.355    9.108     1922.976075    13.631673 
   J142959.38+090124.8  217.4974189    9.0235622   13.166   12.978   10.101    8.866     1923.765154   294.833821 
   J142951.93+083935.1  217.4664027    8.6597627   15.243   13.927   10.921    8.678     1924.496265   254.892407 
   J143358.51+083610.3  218.4938072    8.6028738   17.473   16.183   12.564    8.983     1932.543633   111.442342 
   J143113.36+081734.0  217.8056762    8.2927821   16.021   15.411   12.142    9.027     1936.600007   199.647565 
   J142952.26+085800.6  217.4677612    8.9668556   14.799   14.634   12.409    9.146     1947.618296   288.065225 
   J142946.27+084437.6  217.4428118    8.7437812   13.446   13.352   12.630    8.928     1951.675272   264.147847 
   J143238.43+091907.3  218.1601471    9.3187093   13.032   12.907    9.723    7.990     1966.455839    18.069152 
   J142949.06+083929.1  217.4544486    8.6580963   16.028   15.421   11.398    8.953     1967.133508   255.048421 
   J143238.16+091910.6  218.1590139    9.3196349   13.791   13.617   10.193    8.363     1968.378748    17.927639 
   J143354.29+090333.3  218.4762193    9.0592725   17.359   16.579   12.538    9.209     1970.764648    61.627832 
   J143235.51+081628.0  218.1479810    8.2744547   15.503   15.120   11.118    9.042     1973.463446   163.263325 
   J143354.84+083229.2  218.4785051    8.5414572   16.312   15.458   12.517    9.207     1975.893385   118.000592 
   J143000.65+090359.2  217.5027110    9.0664705   13.909   13.785   12.830    9.100     1976.929138   299.131657 
   J142950.56+085832.8  217.4606835    8.9757871   17.451   16.395   12.301    9.313     1981.615208   288.724818 
   J142944.14+084450.3  217.4339257    8.7473199   16.730   16.226   12.629    8.700     1981.870432   264.608709 
   J143102.84+081744.7  217.7618567    8.2957700   15.745   15.200   11.750    9.348     1984.602143   204.001134 
   J143352.46+083106.7  218.4686096    8.5185469   15.185   14.905   11.991    9.294     1985.634598   120.579780 
   J143302.45+081856.4  218.2602411    8.3156759   14.621   14.321   10.690    9.028     1992.288001   150.925787 
   J143130.76+092031.9  217.8781696    9.3422077   13.727   13.473    9.561    7.278     1992.877071   348.662222 
   J143047.26+081935.8  217.6969553    8.3266167   13.472   13.179    9.367    6.719     1993.574092   211.389730 
   J143411.61+084924.1  218.5483963    8.8233673   17.574   15.965   12.399    8.905     1993.840256    87.482094 
   J143140.80+092059.9  217.9200047    9.3499776   15.787   14.699   12.045    9.061     1996.783964   353.005146 
   J142946.73+085616.2  217.4447492    8.9378454   16.337   15.928   12.068    8.654     1997.101605   284.488144 
   J142948.38+085759.7  217.4515875    8.9666087   16.079   15.158   12.068    9.107     2002.134166   287.532856 
   J142943.13+084259.5  217.4297394    8.7165549   16.899   16.245   12.490    9.343     2010.215844   261.505324 
   J143106.07+091900.5  217.7753191    9.3168319   15.764   14.807   12.211    8.893     2010.807891   337.879067 
   J143055.83+081804.8  217.7326529    8.3013445   16.116   15.595   11.727    9.093     2011.170917   206.942961 
   J142941.52+085026.7  217.4230315    8.8407619   16.833   16.617   12.877    9.299     2016.961865   274.271918 
   J143357.62+090339.7  218.4901223    9.0610409   15.074   14.747   11.286    8.611     2017.381635    62.134049 
   J142940.97+084842.8  217.4207171    8.8119004   16.167   15.497   12.272    8.941     2020.280832   271.314700 
   J143016.04+091032.8  217.5668346    9.1757791   16.343   14.952   11.134    8.864     2020.663154   312.135692 
   J143410.67+084100.8  218.5444608    8.6835577   10.485   10.553   10.477    9.155     2021.865989   101.866199 
   J143331.04+091226.7  218.3793631    9.2074191    7.736    7.777    7.790    7.581     2022.101374    43.391045 
   J143157.52+092142.9  217.9896842    9.3619322   15.572   15.275   11.947    9.149     2024.940601     0.123041 
   J143141.99+092130.4  217.9249965    9.3584569   15.595   15.214   12.789    9.125     2025.031341   353.608448 
   J143040.37+082003.5  217.6682133    8.3343189   18.108   16.128   12.693    9.047     2025.710993   214.272068 
   J142940.52+084832.4  217.4188385    8.8090201   16.414   16.020   12.152    9.255     2026.767524   271.017584 
   J143413.92+085031.4  218.5580358    8.8420571   17.126   15.754   12.730    8.884     2032.018807    85.627315 
   J143128.10+092112.5  217.8671245    9.3534962   16.663   16.742   12.534    9.040     2040.672842   347.806834 
   J143359.98+083231.0  218.4999209    8.5419669   15.797   15.081   11.884    8.994     2042.644004   116.948601 
   J143156.97+081350.7  217.9874006    8.2307507    8.761    8.802    8.776    8.548     2047.320988   180.105636 
   J143042.64+091645.3  217.6776791    9.2792579   17.486   16.119   12.244    9.045     2050.469783   327.418236 
   J142942.17+085545.8  217.4257200    8.9294162   16.660   16.210   12.755    8.804     2055.620751   283.199610 
   J143036.05+091546.9  217.6502226    9.2630437   15.567   15.052   11.393    8.680     2057.059114   324.251613 
   J143411.65+083927.8  218.5485525    8.6577310   17.010   16.768   12.769    9.259     2057.245664   104.316331 
   J142938.00+084725.3  217.4083490    8.7903865   17.087   15.939   12.433    9.153     2064.101950   269.138608 
   J142937.58+084818.0  217.4065915    8.8050097   15.804   15.383   12.733    9.115     2070.152310   270.598479 
   J143414.56+084140.5  218.5606842    8.6946065   16.817   16.461   11.969    8.952     2070.735927   100.458509 
   J143002.65+082811.1  217.5110517    8.4697777   16.625   16.564   12.775    9.344     2072.626457   235.103184 
   J143245.21+081530.8  218.1884137    8.2585660   15.137   14.852   11.330    9.371     2073.228809   159.903121 
   J143352.19+090740.8  218.4674866    9.1280109   13.981   13.874   10.861    8.893     2073.823228    55.187802 
   J143036.43+091613.6  217.6517964    9.2704510   14.768   14.504   10.511    8.623     2075.513269   324.807451 
   J143401.27+083149.8  218.5052987    8.5305138   17.268   16.083   12.591    9.126     2078.623252   117.721237 
   J143042.15+091723.6  217.6756641    9.2899098   16.964   15.566   12.801    9.260     2086.675809   327.820463 
   J143338.77+082353.0  218.4115819    8.3980721   15.106   14.311   10.715    8.636     2087.172505   133.780981 
   J143333.39+082232.5  218.3891383    8.3757137   15.133   14.567   10.759    8.832     2088.357465   136.894366 
   J143307.16+081745.2  218.2798381    8.2958962   13.266   13.113   12.493    9.320     2088.594246   150.199325 
   J142946.71+090115.0  217.4446360    9.0208473   16.112   15.710   12.861    8.890     2091.925614   292.437771 
   J142937.58+084228.1  217.4066138    8.7078163   16.035   15.483   11.821    9.322     2096.364749   260.990733 
   J143216.43+081317.6  218.0684849    8.2215635   15.822   15.128   12.179    9.330     2099.810988   172.195687 
   J143054.00+081636.4  217.7250239    8.2767934   14.957   14.676   11.511    8.727     2102.345288   206.513490 
   J143418.40+085253.3  218.5766998    8.8814892   17.133   16.398   11.247    8.404     2113.244895    81.921076 
   J143057.06+081559.1  217.7377589    8.2664319   16.816   16.298   12.454    9.369     2116.283079   204.963558 
   J142940.52+083739.1  217.4188484    8.6275462    8.855    8.890    8.858    9.359     2119.301322   253.065061 
   J142937.49+085542.1  217.4062198    8.9283804   17.958   15.865   11.914    8.883     2122.405347   282.676867 
   J143409.98+090117.7  218.5416228    9.0215848   12.028   11.893   11.756    8.791     2123.668582    67.836677 
   J143158.68+081230.2  217.9945376    8.2083979   17.099   16.313   12.236    8.922     2127.897691   179.416891 
   J143327.50+082019.4  218.3646046    8.3387400   15.783   15.141   11.350    9.141     2131.602671   141.056773 
   J142938.16+085708.8  217.4090010    8.9524693   15.298   14.902   12.817    9.364     2133.417096   285.008445 
   J143415.29+083748.9  218.5637410    8.6302773   14.568   14.432   10.909    9.065     2135.772964   106.524258 
   J143312.98+081739.3  218.3041114    8.2942732   15.756   15.707   12.568    9.342     2137.800073   148.264704 
   J142934.55+084241.3  217.3939678    8.7114794   13.369   13.202    9.084    7.215     2138.808608   261.530206 
   J143339.92+082256.0  218.4163492    8.3822296   16.265   15.711   12.409    9.413     2139.126595   134.567746 
   J142948.03+090353.1  217.4501575    9.0647623   16.956   15.800   12.128    9.113     2139.424409   296.557072 
   J143206.75+092335.5  218.0281542    9.3932130   13.815   13.471   11.979    8.574     2142.198862     3.773563 
   J143304.35+081615.7  218.2681549    8.2710396   13.940   13.729   11.853    9.153     2147.130559   152.349238 
   J143418.74+085544.7  218.5781010    8.9290969   14.263   14.079   10.527    8.730     2148.657043    77.408949 
   J143421.06+085252.0  218.5877869    8.8811278   14.503   14.205   10.634    8.565     2152.127172    82.101271 
   J143021.97+082052.3  217.5915833    8.3478790   14.203   14.075   13.052    9.348     2153.768757   221.022321 
   J143231.26+092252.8  218.1302544    9.3813558   15.347   14.670   12.016    8.960     2154.647187    13.517744 
   J143420.92+085327.3  218.5871802    8.8909241   15.639   15.204   12.161    9.164     2155.067499    81.164490 
   J143210.85+081210.2  218.0452320    8.2028361   16.920   16.392   12.479    9.233     2157.300424   174.619422 
   J142943.15+090205.5  217.4298045    9.0348624   10.673   10.751   10.616    9.356     2160.047287   293.143619 
   J143422.99+084723.2  218.5958236    8.7897944   14.745   13.547   10.600    8.189     2161.080995    90.875180 
   J143123.90+081253.3  217.8496229    8.2148333   15.947   16.005   12.592    8.886     2161.890502   193.227880 
   J142931.28+084734.7  217.3803617    8.7929734   14.374   14.346   11.583    8.935     2163.531372   269.429029 
   J142934.09+084050.6  217.3920821    8.6807229   14.668   14.492   12.763    9.410     2164.646204   258.657314 
   J143007.19+082415.8  217.5299900    8.4043897   16.475   15.041   11.071    9.113     2164.687795   228.962476 
   J142943.41+083330.5  217.4309066    8.5584851   15.419   14.784   11.313    8.804     2165.545525   246.427842 
   J142931.10+084904.3  217.3795971    8.8178796   14.836   14.682   12.793    8.777     2167.069110   271.801033 
   J143147.84+081155.0  217.9493504    8.1986159   15.766   15.398   11.227    8.780     2167.480321   183.686375 
   J143410.96+090237.4  218.5456757    9.0437347   13.618   13.532   11.092    8.763     2168.073742    66.026698 
   J143039.41+091834.4  217.6642306    9.3095783   15.826   15.423   12.668    8.953     2168.238136   327.910344 
   J142934.86+085622.2  217.3952670    8.9395024   16.886   16.440   12.569    9.035     2169.361347   283.484806 
   J143330.65+082008.1  218.3777349    8.3356086   15.837   15.317   12.398    9.393     2169.936730   140.282343 
   J143219.46+081213.0  218.0811247    8.2036335   14.934   14.478   10.980    8.780     2170.164872   171.248600 
   J142958.27+090908.1  217.4928027    9.1522610   16.350   14.813   12.498    9.228     2172.476238   305.816069 
   J143423.65+084518.7  218.5985625    8.7552065   17.176   16.438   12.465    9.265     2176.482516    94.150109 
   J143359.96+082801.6  218.4998696    8.4671117   15.533   14.278   11.032    9.308     2178.206623   123.278130 
   J142930.46+084513.7  217.3769374    8.7538323    9.225    9.306    9.188    9.375     2181.892426   265.730152 
   J142929.92+084903.1  217.3746772    8.8175389   15.157   14.826   12.330    8.823     2184.527795   271.755200 
   J143005.78+082408.8  217.5240955    8.4024492   17.571   16.854   12.729    9.187     2185.114899   229.186354 
   J143041.04+081647.5  217.6710333    8.2798809   15.982   14.907   12.865    8.829     2185.319372   211.162786 
   J143344.95+082305.7  218.4373223    8.3849288   15.620   14.644   11.309    8.376     2186.261773   133.010977 
   J143407.29+090512.6  218.5304116    9.0868584   13.444   13.185    9.629    7.711     2187.475011    61.729058 
   J143143.72+092416.6  217.9321698    9.4046261   15.866   15.567   12.796    8.781     2187.803363   354.756913 
   J143424.79+084926.6  218.6033273    8.8240596   17.330   15.262   11.592    9.219     2189.189271    87.633584 
   J143020.88+091538.3  217.5870407    9.2606410   15.996   15.526   12.549    9.389     2189.392761   319.348642 
   J143422.28+084055.1  218.5928363    8.6819935   15.806   15.449   12.966    9.159     2191.662103   101.077958 
   J143019.08+091519.0  217.5795098    9.2552877    9.118    9.152    9.096    9.062     2192.485629   318.490062 
   J143208.18+081131.4  218.0340848    8.1920572    8.947    8.762    8.580    8.402     2192.640064   175.747823 
   J143421.16+085629.8  218.5881795    8.9416279   13.502   13.333    9.947    8.138     2193.713629    76.461189 
   J142940.24+090158.0  217.4176882    9.0327858   16.436   16.127   12.212    8.807     2196.884519   292.524206 
   J142932.84+085632.7  217.3868734    8.9424415   12.299   12.345   11.936    9.336     2200.852746   283.572778 
   J143418.06+083619.8  218.5752571    8.6055157   15.235   15.057   11.208    8.655     2201.770884   108.442578 
   J143301.44+092110.5  218.2560002    9.3529249   16.072   15.448   11.604    9.278     2207.861211    25.495591 
   J143419.19+085912.1  218.5799978    8.9867115   13.355   13.219    9.776    7.926     2209.300315    72.187977 
   J142932.37+085655.5  217.3848980    8.9487681   17.055   16.157   12.566    9.258     2213.088370   284.103810 
   J143345.00+091330.9  218.4375057    9.2252604   14.777   14.526   11.679    8.921     2213.363479    46.130924 
   J142928.05+084544.6  217.3668759    8.7624114   14.354   13.569    9.980    7.828     2215.490917   266.597057 
   J142927.82+084920.2  217.3659192    8.8222833   15.324   14.774   11.434    8.549     2216.224666   272.173248 
   J143250.04+092234.0  218.2085074    9.3761238   13.322   13.338   12.732    9.151     2218.503101    20.628661 
   J142929.97+085453.4  217.3748773    8.9148447   14.025   13.911   11.239    9.162     2221.739790   280.823725 
   J143105.51+081312.1  217.7729996    8.2200451   16.134   15.872   12.479    9.398     2222.446112   200.208102 
   J142931.15+085706.7  217.3798168    8.9518693   12.176   12.227   11.940    9.082     2233.332620   284.269483 
   J143210.09+081049.7  218.0420463    8.1804786   16.902   16.440   12.985    9.546     2236.450340   175.102037 
   J143150.85+092516.1  217.9618776    9.4211652   14.983   14.188   11.663    8.489     2240.168445   357.584661 
   J143402.81+090848.0  218.5117436    9.1466926   16.441   15.095   11.847    9.075     2241.678490    56.065986 
   J143332.55+081857.8  218.3856323    8.3160775    8.719    8.768    8.751    8.586     2242.140640   140.875669 
   J142931.88+083728.6  217.3828359    8.6246239   17.448   15.636   12.211    8.695     2245.111376   253.766073 
   J143105.44+092311.9  217.7726907    9.3866465   15.589   14.943   11.167    9.250     2248.755246   340.074208 
   J142925.40+084751.3  217.3558610    8.7975925   10.999   11.063   10.777    8.258     2250.566769   269.878143 
   J142931.17+085834.6  217.3798886    8.9762937   17.956   15.988   11.132    8.559     2256.231417   286.436519 
   J143428.31+085241.1  218.6179651    8.8781090   15.797   15.473   11.334    9.170     2257.138958    82.744600 
   J143252.92+092301.0  218.2205225    9.3836190    8.915    9.020    8.947    8.845     2259.014686    21.399953 
   J143040.46+081524.6  217.6686033    8.2568549   17.419   16.709   12.340    8.801     2261.037968   210.265047 
   J143423.51+083707.5  218.5979950    8.6187625   14.107   13.870   10.805    9.019     2264.460556   106.647306 
   J143234.85+092433.1  218.1452381    9.4092146    8.626    8.700    8.668    8.202     2264.787992    14.232594 
   J143429.16+085200.5  218.6215086    8.8668253   16.979   17.052   12.590    9.257     2264.969961    83.803980 
   J143209.37+081019.1  218.0390464    8.1719975   17.678   16.704   12.584    9.484     2265.998594   175.437167 
   J142924.70+084456.0  217.3529470    8.7488923   17.480   16.615   12.898    9.152     2268.386101   265.446350 
   J143209.55+092540.3  218.0398158    9.4278885   14.896   14.069   11.190    8.773     2269.731379     4.609048 
   J142931.02+085917.8  217.3792574    8.9882807   16.350   15.617   12.859    9.199     2270.893781   287.465448 
   J143036.41+081548.6  217.6517435    8.2635183   14.273   13.922   10.494    8.192     2271.439187   211.879078 
   J143214.66+081019.3  218.0611045    8.1720502   17.353   15.963   12.807    9.197     2273.401524   173.461608 
   J143338.36+081924.1  218.4098478    8.3233803   16.684   16.230   12.786    9.339     2277.618666   138.773555 
   J143008.37+082111.2  217.5348828    8.3531347    6.114    6.123    6.173    6.107     2277.845154   225.174274 
   J142933.52+090129.2  217.3896707    9.0248048   15.381   14.923   11.756    9.206     2278.909908   290.900532 
   J142926.30+085515.3  217.3596201    8.9209250   15.715   14.942   12.823    8.868     2279.156577   281.110461 
   J143051.10+081334.0  217.7129237    8.2261334   16.215   15.700   13.012    9.029     2285.214376   205.442539 
   J143143.99+092558.0  217.9333068    9.4327859   16.275   15.848   11.338    8.270     2288.421736   355.089927 
   J142934.07+090219.7  217.3919645    9.0388127   16.184   16.064   12.234    9.421     2289.747442   292.152705 
   J143408.17+090815.0  218.5340804    9.1375026   15.912   15.387   11.425    9.299     2290.305897    57.859989 
   J142932.09+090106.5  217.3837405    9.0184803   16.586   16.119   11.614    9.030     2290.712166   290.180820 
   J143140.77+081000.1  217.9199024    8.1666955   16.419   15.954   12.944    9.143     2290.958369   186.121704 
   J143105.62+092358.5  217.7734379    9.3995921   14.802   14.217   10.317    7.991     2291.728012   340.534325 
   J142929.57+085927.3  217.3732319    8.9909184   16.844   16.081   12.690    8.999     2294.178525   287.532031 
   J142932.12+090119.9  217.3838665    9.0222180   15.886   15.487   12.737    9.307     2294.948467   290.500171 
   J142922.33+084905.5  217.3430706    8.8181947   17.142   16.759   13.049    8.968     2296.988106   271.732877 
   J143205.93+092612.3  218.0247260    9.4367717   17.548   15.949   11.880    9.236     2297.976528     3.212909 
   J143217.30+092558.6  218.0720972    9.4329636   15.922   15.547   11.835    8.839     2299.943664     7.420248 
   J143102.44+081200.8  217.7601975    8.2002466   15.353   14.933   11.441    8.693     2305.151889   200.661337 
   J143208.63+080937.1  218.0359644    8.1603294   14.808   14.472   11.197    8.847     2307.043274   175.791929 
   J143205.53+092621.9  218.0230726    9.4394375   16.377   14.966   12.631    8.975     2307.237473     3.053944 
   J143133.60+080956.9  217.8900354    8.1658129   15.807   14.624   11.569    8.602     2307.857028   188.741566 
